2024-10-12T07:22:18.997Z,"""sc-03-prod-southeastasia-272672f0-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:22:16.193Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:22:16.192Z,"""sc-03-prod-southeastasia-9908064d-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:56.943Z,"""sc-03-prod-southeastasia-d28f1b19-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:56.943Z,"""sc-03-prod-southeastasia-d28f1b19-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:56.506Z,"""sc-03-prod-southeastasia-9eebd485-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:56.505Z,"""sc-03-prod-southeastasia-9eebd485-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:07.801Z,"""sc-03-prod-southeastasia-d28f1b19-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:07.801Z,"""sc-03-prod-southeastasia-d28f1b19-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:07.748Z,"""sc-03-prod-southeastasia-9eebd485-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:07.748Z,"""sc-03-prod-southeastasia-9eebd485-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:05.463Z,"""sc-03-prod-southeastasia-9eebd485-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:05.462Z,"""sc-03-prod-southeastasia-9eebd485-cast000000-sc-03-prod-southeastasia""","""df-service""",Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
2024-10-12T07:21:05.376Z,"""sc-03-prod-southeastasia-d28f1b19-cast000000-sc-03-prod-southeastasia""","""df-service""",ErrorCode:3006: df.cache.error Custom Message :Exception occurred while executing dfc findRequest query - processing as new request ErrorMessage :Exception in DFCacheServiceImpl - findRequest,CACHE-ERROR
